scenario,year,variable,commodity,sector,subsector,unit,value
BAU,2048,household consumption,EnvServ,UrbanHH,,10 billion CNY,16.544518
BAU,2048,output,,ResServ,,10 billion CNY,634.42847
BAU,2048,production cost,,ResServ,,1,1.0726119
BAU,2048,capital demand,,ResServ,,10 billion CNY,49.603024
BAU,2048,labor demand,,ResServ,,10 billion CNY,152.99994
BAU,2048,CO2,,ResServ,,0.1 billion tons,0.34296578
BAU,2048,energy demand,Coal,ResServ,,10 billion CNY,0.6208081
BAU,2048,energy demand,RefPet,ResServ,,10 billion CNY,3.7254848
BAU,2048,energy demand,ElecDist,ResServ,,10 billion CNY,8.221275
BAU,2048,energy demand,GasDist,ResServ,,10 billion CNY,2.8894513
BAU,2048,domestic demand,,ResServ,,10 billion CNY,633.8534
BAU,2048,commodity price,,ResServ,,1,1.0717934
BAU,2048,investment,,ResServ,,10 billion CNY,0.0
BAU,2048,government consumption,ResServ,,,10 billion CNY,0.0
BAU,2048,household consumption,ResServ,RuralHH,,10 billion CNY,46.609806
BAU,2048,household consumption,ResServ,UrbanHH,,10 billion CNY,279.19476
BAU,2048,output,,Education,,10 billion CNY,857.8244
BAU,2048,production cost,,Education,,1,1.0762761
BAU,2048,capital demand,,Education,,10 billion CNY,134.97008
BAU,2048,labor demand,,Education,,10 billion CNY,257.90466
BAU,2048,CO2,,Education,,0.1 billion tons,0.35821533
BAU,2048,energy demand,Coal,Education,,10 billion CNY,0.8650397
BAU,2048,energy demand,RefPet,Education,,10 billion CNY,3.7803977
BAU,2048,energy demand,ElecDist,Education,,10 billion CNY,5.3829346
BAU,2048,energy demand,GasDist,Education,,10 billion CNY,1.0468054
BAU,2048,domestic demand,,Education,,10 billion CNY,857.8244
BAU,2048,commodity price,,Education,,1,1.0755776
BAU,2048,investment,,Education,,10 billion CNY,0.0
BAU,2048,government consumption,Education,,,10 billion CNY,444.8647
BAU,2048,household consumption,Education,RuralHH,,10 billion CNY,85.21392
BAU,2048,household consumption,Education,UrbanHH,,10 billion CNY,289.66446
BAU,2048,output,,Health,,10 billion CNY,981.4238
BAU,2048,production cost,,Health,,1,1.0585064
BAU,2048,capital demand,,Health,,10 billion CNY,65.39604
BAU,2048,labor demand,,Health,,10 billion CNY,191.13878
BAU,2048,CO2,,Health,,0.1 billion tons,0.23117739
BAU,2048,energy demand,Coal,Health,,10 billion CNY,0.7835251
BAU,2048,energy demand,RefPet,Health,,10 billion CNY,0.48021764
BAU,2048,energy demand,ElecDist,Health,,10 billion CNY,7.1189103
BAU,2048,energy demand,GasDist,Health,,10 billion CNY,0.76526403
BAU,2048,domestic demand,,Health,,10 billion CNY,979.68756
BAU,2048,commodity price,,Health,,1,1.0580602
BAU,2048,investment,,Health,,10 billion CNY,0.0
BAU,2048,government consumption,Health,,,10 billion CNY,613.7294
BAU,2048,household consumption,Health,RuralHH,,10 billion CNY,63.683056
BAU,2048,household consumption,Health,UrbanHH,,10 billion CNY,288.19324
BAU,2048,output,,RecEnt,,10 billion CNY,328.04156
BAU,2048,production cost,,RecEnt,,1,1.0325038
BAU,2048,capital demand,,RecEnt,,10 billion CNY,47.946762
BAU,2048,labor demand,,RecEnt,,10 billion CNY,58.549232
BAU,2048,CO2,,RecEnt,,0.1 billion tons,0.072761066
BAU,2048,energy demand,Coal,RecEnt,,10 billion CNY,0.06315008
BAU,2048,energy demand,RefPet,RecEnt,,10 billion CNY,1.3400929
BAU,2048,energy demand,ElecDist,RecEnt,,10 billion CNY,3.0933235
BAU,2048,energy demand,GasDist,RecEnt,,10 billion CNY,0.6397873
BAU,2048,domestic demand,,RecEnt,,10 billion CNY,318.99167
BAU,2048,commodity price,,RecEnt,,1,1.0277895
BAU,2048,investment,,RecEnt,,10 billion CNY,0.0
BAU,2048,government consumption,RecEnt,,,10 billion CNY,108.62588
BAU,2048,household consumption,RecEnt,RuralHH,,10 billion CNY,18.130585
BAU,2048,household consumption,RecEnt,UrbanHH,,10 billion CNY,121.52365
BAU,2048,output,,PubAdm,,10 billion CNY,1250.997
BAU,2048,production cost,,PubAdm,,1,1.1045015
BAU,2048,capital demand,,PubAdm,,10 billion CNY,110.12837
BAU,2048,labor demand,,PubAdm,,10 billion CNY,371.9116
BAU,2048,CO2,,PubAdm,,0.1 billion tons,0.34466922
BAU,2048,energy demand,Coal,PubAdm,,10 billion CNY,0.8139827
BAU,2048,energy demand,RefPet,PubAdm,,10 billion CNY,4.261796
BAU,2048,energy demand,ElecDist,PubAdm,,10 billion CNY,11.636877
BAU,2048,energy demand,GasDist,PubAdm,,10 billion CNY,0.46078175
BAU,2048,domestic demand,,PubAdm,,10 billion CNY,1248.8951
BAU,2048,commodity price,,PubAdm,,1,1.1041803
BAU,2048,investment,,PubAdm,,10 billion CNY,0.0
BAU,2048,government consumption,PubAdm,,,10 billion CNY,1187.2496
BAU,2048,household consumption,PubAdm,RuralHH,,10 billion CNY,1.1791621
BAU,2048,household consumption,PubAdm,UrbanHH,,10 billion CNY,12.790041
BAU,2048,CO2,,RuralHH,,0.1 billion tons,4.7548766
BAU,2048,labor supply,,RuralHH,,10 billion CNY,1584.2701
BAU,2048,energy demand,Coal,RuralHH,,10 billion CNY,2.0672388
BAU,2048,energy demand,RefPet,RuralHH,,10 billion CNY,6.365727
BAU,2048,energy demand,ElecDist,RuralHH,,10 billion CNY,15.574429
BAU,2048,energy demand,GasDist,RuralHH,,10 billion CNY,1.8594949
BAU,2048,CO2,,UrbanHH,,0.1 billion tons,6.8526063
BAU,2048,labor supply,,UrbanHH,,10 billion CNY,3847.3047
BAU,2048,energy demand,Coal,UrbanHH,,10 billion CNY,1.3561853
BAU,2048,energy demand,RefPet,UrbanHH,,10 billion CNY,69.825516
BAU,2048,energy demand,ElecDist,UrbanHH,,10 billion CNY,65.84409
BAU,2048,energy demand,GasDist,UrbanHH,,10 billion CNY,46.53412
BAU,2048,labor wage,,,,1,2.013661
BAU,2048,capital rent,,,,1,1.1469185
BAU,2048,real gdp-va,,,,10 billion CNY,20214.898
BAU,2048,real gdp-demand,,,,10 billion CNY,19740.05
BAU,2048,total factor productivity,,,,1,1.5865264
BAU,2048,total CO2 emissions,,,,0.1 billion tons,146.18788
BAU,2048,CO2 price,,,,100 CNY,1.0
BAU,2049,output,,AgFFF,,10 billion CNY,2453.4841
BAU,2049,production cost,,AgFFF,,1,1.1820031
BAU,2049,capital demand,,AgFFF,,10 billion CNY,76.27562
BAU,2049,labor demand,,AgFFF,,10 billion CNY,881.0345
BAU,2049,CO2,,AgFFF,,0.1 billion tons,1.949323
BAU,2049,energy demand,Coal,AgFFF,,10 billion CNY,0.71954876
BAU,2049,energy demand,RefPet,AgFFF,,10 billion CNY,13.96009
BAU,2049,energy demand,ElecDist,AgFFF,,10 billion CNY,25.465939
BAU,2049,energy demand,GasDist,AgFFF,,10 billion CNY,0.44604647
BAU,2049,domestic demand,,AgFFF,,10 billion CNY,2434.1687
BAU,2049,commodity price,,AgFFF,,1,1.1718396
BAU,2049,investment,,AgFFF,,10 billion CNY,30.852938
BAU,2049,government consumption,AgFFF,,,10 billion CNY,26.845564
BAU,2049,household consumption,AgFFF,RuralHH,,10 billion CNY,196.65265
BAU,2049,household consumption,AgFFF,UrbanHH,,10 billion CNY,389.0597
BAU,2049,output,,Coal,,10 billion CNY,376.97458
BAU,2049,production cost,,Coal,,1,1.0137995
BAU,2049,capital demand,,Coal,,10 billion CNY,48.913757
BAU,2049,labor demand,,Coal,,10 billion CNY,42.3953
BAU,2049,CO2,,Coal,,0.1 billion tons,1.1485454
BAU,2049,energy demand,Coal,Coal,,10 billion CNY,58.589584
BAU,2049,energy demand,RefPet,Coal,,10 billion CNY,1.379584
BAU,2049,energy demand,ElecDist,Coal,,10 billion CNY,13.331696
BAU,2049,energy demand,GasDist,Coal,,10 billion CNY,0.020456538
BAU,2049,domestic demand,,Coal,,10 billion CNY,375.89856
BAU,2049,commodity price,,Coal,,1,1.0123265
BAU,2049,investment,,Coal,,10 billion CNY,3.6222599
BAU,2049,government consumption,Coal,,,10 billion CNY,0.0
BAU,2049,household consumption,Coal,RuralHH,,10 billion CNY,2.1214771
BAU,2049,household consumption,Coal,UrbanHH,,10 billion CNY,1.389839
BAU,2049,output,,OilGas,,10 billion CNY,309.04776
BAU,2049,production cost,,OilGas,,1,0.932028
BAU,2049,capital demand,,OilGas,,10 billion CNY,60.378124
BAU,2049,labor demand,,OilGas,,10 billion CNY,17.485884
BAU,2049,CO2,,OilGas,,0.1 billion tons,0.29749233
BAU,2049,energy demand,Coal,OilGas,,10 billion CNY,0.16318904
BAU,2049,energy demand,RefPet,OilGas,,10 billion CNY,1.2305691
BAU,2049,energy demand,ElecDist,OilGas,,10 billion CNY,6.6844535
BAU,2049,energy demand,GasDist,OilGas,,10 billion CNY,0.0023202302
BAU,2049,domestic demand,,OilGas,,10 billion CNY,303.38214
BAU,2049,commodity price,,OilGas,,1,0.96069443
BAU,2049,investment,,OilGas,,10 billion CNY,3.826815
BAU,2049,government consumption,OilGas,,,10 billion CNY,0.0
BAU,2049,household consumption,OilGas,RuralHH,,10 billion CNY,0.0
BAU,2049,household consumption,OilGas,UrbanHH,,10 billion CNY,0.0
BAU,2049,output,,MetMin,,10 billion CNY,276.85114
BAU,2049,production cost,,MetMin,,1,0.9910838
BAU,2049,capital demand,,MetMin,,10 billion CNY,30.82839
BAU,2049,labor demand,,MetMin,,10 billion CNY,20.009392
BAU,2049,CO2,,MetMin,,0.1 billion tons,0.26123103
BAU,2049,energy demand,Coal,MetMin,,10 billion CNY,1.5673517
BAU,2049,energy demand,RefPet,MetMin,,10 billion CNY,15.985879
BAU,2049,energy demand,ElecDist,MetMin,,10 billion CNY,21.11021
BAU,2049,energy demand,GasDist,MetMin,,10 billion CNY,0.012523523
BAU,2049,domestic demand,,MetMin,,10 billion CNY,275.05655
BAU,2049,commodity price,,MetMin,,1,0.9910223
BAU,2049,investment,,MetMin,,10 billion CNY,1.047658
BAU,2049,government consumption,MetMin,,,10 billion CNY,0.0
BAU,2049,household consumption,MetMin,RuralHH,,10 billion CNY,0.0
BAU,2049,household consumption,MetMin,UrbanHH,,10 billion CNY,0.0
BAU,2049,output,,NMetMin,,10 billion CNY,210.71461
BAU,2049,production cost,,NMetMin,,1,1.0241444
BAU,2049,capital demand,,NMetMin,,10 billion CNY,22.167233
BAU,2049,labor demand,,NMetMin,,10 billion CNY,26.427942
BAU,2049,CO2,,NMetMin,,0.1 billion tons,0.2856502
BAU,2049,energy demand,Coal,NMetMin,,10 billion CNY,2.4628057
BAU,2049,energy demand,RefPet,NMetMin,,10 billion CNY,13.291291
BAU,2049,energy demand,ElecDist,NMetMin,,10 billion CNY,12.469232
BAU,2049,energy demand,GasDist,NMetMin,,10 billion CNY,0.20125812
BAU,2049,domestic demand,,NMetMin,,10 billion CNY,207.23372
BAU,2049,commodity price,,NMetMin,,1,1.0223454
BAU,2049,investment,,NMetMin,,10 billion CNY,-0.38876912
BAU,2049,government consumption,NMetMin,,,10 billion CNY,0.0
BAU,2049,household consumption,NMetMin,RuralHH,,10 billion CNY,0.0
BAU,2049,household consumption,NMetMin,UrbanHH,,10 billion CNY,0.0
BAU,2049,output,,FoodPr,,10 billion CNY,2982.797
BAU,2049,production cost,,FoodPr,,1,1.0752155
BAU,2049,capital demand,,FoodPr,,10 billion CNY,207.10765
BAU,2049,labor demand,,FoodPr,,10 billion CNY,122.121956
BAU,2049,CO2,,FoodPr,,0.1 billion tons,1.2976923
BAU,2049,energy demand,Coal,FoodPr,,10 billion CNY,5.0508876
BAU,2049,energy demand,RefPet,FoodPr,,10 billion CNY,3.741601
BAU,2049,energy demand,ElecDist,FoodPr,,10 billion CNY,22.232853
BAU,2049,energy demand,GasDist,FoodPr,,10 billion CNY,1.2143929
BAU,2049,domestic demand,,FoodPr,,10 billion CNY,2910.3052
BAU,2049,commodity price,,FoodPr,,1,1.0732144
BAU,2049,investment,,FoodPr,,10 billion CNY,27.405466
BAU,2049,government consumption,FoodPr,,,10 billion CNY,0.0
BAU,2049,household consumption,FoodPr,RuralHH,,10 billion CNY,406.57538
BAU,2049,household consumption,FoodPr,UrbanHH,,10 billion CNY,1112.4062
BAU,2049,output,,Textile,,10 billion CNY,828.93335
BAU,2049,production cost,,Textile,,1,1.0624756
BAU,2049,capital demand,,Textile,,10 billion CNY,45.522575
BAU,2049,labor demand,,Textile,,10 billion CNY,42.19575
BAU,2049,CO2,,Textile,,0.1 billion tons,0.36644876
BAU,2049,energy demand,Coal,Textile,,10 billion CNY,3.0307977
BAU,2049,energy demand,RefPet,Textile,,10 billion CNY,1.4340802
BAU,2049,energy demand,ElecDist,Textile,,10 billion CNY,14.167758
BAU,2049,energy demand,GasDist,Textile,,10 billion CNY,0.16337445
BAU,2049,domestic demand,,Textile,,10 billion CNY,711.40735
BAU,2049,commodity price,,Textile,,1,1.0721114
BAU,2049,investment,,Textile,,10 billion CNY,-2.99653
BAU,2049,government consumption,Textile,,,10 billion CNY,0.0
BAU,2049,household consumption,Textile,RuralHH,,10 billion CNY,7.6126266
BAU,2049,household consumption,Textile,UrbanHH,,10 billion CNY,20.495983
BAU,2049,output,,Apparel,,10 billion CNY,851.8044
BAU,2049,production cost,,Apparel,,1,1.047169
BAU,2049,capital demand,,Apparel,,10 billion CNY,51.135433
BAU,2049,labor demand,,Apparel,,10 billion CNY,55.841843
BAU,2049,CO2,,Apparel,,0.1 billion tons,0.09896131
BAU,2049,energy demand,Coal,Apparel,,10 billion CNY,0.96932036
BAU,2049,energy demand,RefPet,Apparel,,10 billion CNY,1.7811214
BAU,2049,energy demand,ElecDist,Apparel,,10 billion CNY,6.5371895
BAU,2049,energy demand,GasDist,Apparel,,10 billion CNY,0.24963576
BAU,2049,domestic demand,,Apparel,,10 billion CNY,602.807
BAU,2049,commodity price,,Apparel,,1,1.0660033
BAU,2049,investment,,Apparel,,10 billion CNY,0.2831379
BAU,2049,government consumption,Apparel,,,10 billion CNY,0.0
BAU,2049,household consumption,Apparel,RuralHH,,10 billion CNY,47.29819
BAU,2049,household consumption,Apparel,UrbanHH,,10 billion CNY,274.31186
BAU,2049,output,,WoodPr,,10 billion CNY,566.6545
BAU,2049,production cost,,WoodPr,,1,1.0335718
BAU,2049,capital demand,,WoodPr,,10 billion CNY,36.841923
BAU,2049,labor demand,,WoodPr,,10 billion CNY,31.27497
BAU,2049,CO2,,WoodPr,,0.1 billion tons,0.09341207
BAU,2049,energy demand,Coal,WoodPr,,10 billion CNY,0.56737405
BAU,2049,energy demand,RefPet,WoodPr,,10 billion CNY,2.788079
BAU,2049,energy demand,ElecDist,WoodPr,,10 billion CNY,9.444059
BAU,2049,energy demand,GasDist,WoodPr,,10 billion CNY,0.042328645
BAU,2049,domestic demand,,WoodPr,,10 billion CNY,469.92114
BAU,2049,commodity price,,WoodPr,,1,1.0400189
BAU,2049,investment,,WoodPr,,10 billion CNY,54.518295
BAU,2049,government consumption,WoodPr,,,10 billion CNY,0.0
BAU,2049,household consumption,WoodPr,RuralHH,,10 billion CNY,11.549826
BAU,2049,household consumption,WoodPr,UrbanHH,,10 billion CNY,39.13928
BAU,2049,output,,PaperPr,,10 billion CNY,964.8875
BAU,2049,production cost,,PaperPr,,1,0.99929947
BAU,2049,capital demand,,PaperPr,,10 billion CNY,79.53375
BAU,2049,labor demand,,PaperPr,,10 billion CNY,52.45125
BAU,2049,CO2,,PaperPr,,0.1 billion tons,0.6335134
BAU,2049,energy demand,Coal,PaperPr,,10 billion CNY,7.5790763
BAU,2049,energy demand,RefPet,PaperPr,,10 billion CNY,2.6948605
BAU,2049,energy demand,ElecDist,PaperPr,,10 billion CNY,16.086395
BAU,2049,energy demand,GasDist,PaperPr,,10 billion CNY,1.063853
BAU,2049,domestic demand,,PaperPr,,10 billion CNY,810.4482
BAU,2049,commodity price,,PaperPr,,1,1.0003942
BAU,2049,investment,,PaperPr,,10 billion CNY,14.720354
BAU,2049,government consumption,PaperPr,,,10 billion CNY,0.0
BAU,2049,household consumption,PaperPr,RuralHH,,10 billion CNY,13.1524725
BAU,2049,household consumption,PaperPr,UrbanHH,,10 billion CNY,65.0584
BAU,2049,output,,RefPet,,10 billion CNY,941.6938
BAU,2049,production cost,,RefPet,,1,0.9631938
BAU,2049,capital demand,,RefPet,,10 billion CNY,48.459534
BAU,2049,labor demand,,RefPet,,10 billion CNY,13.508461
BAU,2049,CO2,,RefPet,,0.1 billion tons,3.2607589
BAU,2049,energy demand,Coal,RefPet,,10 billion CNY,50.140926
BAU,2049,energy demand,RefPet,RefPet,,10 billion CNY,64.01946
BAU,2049,energy demand,ElecDist,RefPet,,10 billion CNY,12.522226
BAU,2049,energy demand,GasDist,RefPet,,10 billion CNY,1.1522081
BAU,2049,domestic demand,,RefPet,,10 billion CNY,906.3735
BAU,2049,commodity price,,RefPet,,1,0.9637402
BAU,2049,investment,,RefPet,,10 billion CNY,9.689777
BAU,2049,government consumption,RefPet,,,10 billion CNY,0.0
BAU,2049,household consumption,RefPet,RuralHH,,10 billion CNY,6.5544577
BAU,2049,household consumption,RefPet,UrbanHH,,10 billion CNY,71.796074
BAU,2049,output,,Chemical,,10 billion CNY,3545.553
BAU,2049,production cost,,Chemical,,1,0.98953664
BAU,2049,capital demand,,Chemical,,10 billion CNY,286.3879
BAU,2049,labor demand,,Chemical,,10 billion CNY,133.6173
BAU,2049,CO2,,Chemical,,0.1 billion tons,5.2346797
BAU,2049,energy demand,Coal,Chemical,,10 billion CNY,46.070435
BAU,2049,energy demand,RefPet,Chemical,,10 billion CNY,169.88008
BAU,2049,energy demand,ElecDist,Chemical,,10 billion CNY,115.65078
BAU,2049,energy demand,GasDist,Chemical,,10 billion CNY,5.012115
BAU,2049,domestic demand,,Chemical,,10 billion CNY,3257.928
BAU,2049,commodity price,,Chemical,,1,0.98957926
BAU,2049,investment,,Chemical,,10 billion CNY,9.965849
BAU,2049,government consumption,Chemical,,,10 billion CNY,0.0
BAU,2049,household consumption,Chemical,RuralHH,,10 billion CNY,43.90596
BAU,2049,household consumption,Chemical,UrbanHH,,10 billion CNY,184.62367
BAU,2049,output,,NMetPr,,10 billion CNY,1488.857
BAU,2049,production cost,,NMetPr,,1,0.9848309
BAU,2049,capital demand,,NMetPr,,10 billion CNY,169.87119
BAU,2049,labor demand,,NMetPr,,10 billion CNY,79.46858
BAU,2049,CO2,,NMetPr,,0.1 billion tons,9.420813
BAU,2049,energy demand,Coal,NMetPr,,10 billion CNY,62.063473
BAU,2049,energy demand,RefPet,NMetPr,,10 billion CNY,51.16778
BAU,2049,energy demand,ElecDist,NMetPr,,10 billion CNY,71.152824
BAU,2049,energy demand,GasDist,NMetPr,,10 billion CNY,0.3540202
BAU,2049,domestic demand,,NMetPr,,10 billion CNY,1421.9454
BAU,2049,commodity price,,NMetPr,,1,0.984647
BAU,2049,investment,,NMetPr,,10 billion CNY,2.013873
BAU,2049,government consumption,NMetPr,,,10 billion CNY,0.0
BAU,2049,household consumption,NMetPr,RuralHH,,10 billion CNY,3.3970735
BAU,2049,household consumption,NMetPr,UrbanHH,,10 billion CNY,9.949753
BAU,2049,output,,Metals,,10 billion CNY,2496.4487
BAU,2049,production cost,,Metals,,1,0.9732755
BAU,2049,capital demand,,Metals,,10 billion CNY,235.98117
BAU,2049,labor demand,,Metals,,10 billion CNY,87.15005
BAU,2049,CO2,,Metals,,0.1 billion tons,19.527283
BAU,2049,energy demand,Coal,Metals,,10 billion CNY,26.948488
BAU,2049,energy demand,RefPet,Metals,,10 billion CNY,114.893036
BAU,2049,energy demand,ElecDist,Metals,,10 billion CNY,122.380264
BAU,2049,energy demand,GasDist,Metals,,10 billion CNY,0.4421796
BAU,2049,domestic demand,,Metals,,10 billion CNY,2374.9077
BAU,2049,commodity price,,Metals,,1,0.97374475
BAU,2049,investment,,Metals,,10 billion CNY,9.513156
BAU,2049,government consumption,Metals,,,10 billion CNY,0.0
BAU,2049,household consumption,Metals,RuralHH,,10 billion CNY,0.0
BAU,2049,household consumption,Metals,UrbanHH,,10 billion CNY,0.0
BAU,2049,output,,MetalPr,,10 billion CNY,1012.19507
BAU,2049,production cost,,MetalPr,,1,0.9907127
BAU,2049,capital demand,,MetalPr,,10 billion CNY,76.54562
BAU,2049,labor demand,,MetalPr,,10 billion CNY,62.496666
BAU,2049,CO2,,MetalPr,,0.1 billion tons,0.21162687
BAU,2049,energy demand,Coal,MetalPr,,10 billion CNY,0.8721675
BAU,2049,energy demand,RefPet,MetalPr,,10 billion CNY,7.7858133
BAU,2049,energy demand,ElecDist,MetalPr,,10 billion CNY,41.94339
BAU,2049,energy demand,GasDist,MetalPr,,10 billion CNY,0.9151083
BAU,2049,domestic demand,,MetalPr,,10 billion CNY,888.5916
BAU,2049,commodity price,,MetalPr,,1,0.9906864
BAU,2049,investment,,MetalPr,,10 billion CNY,62.615185
BAU,2049,government consumption,MetalPr,,,10 billion CNY,0.0
BAU,2049,household consumption,MetalPr,RuralHH,,10 billion CNY,1.9285363
BAU,2049,household consumption,MetalPr,UrbanHH,,10 billion CNY,12.397762
BAU,2049,output,,GenEqp,,10 billion CNY,1100.3135
BAU,2049,production cost,,GenEqp,,1,0.99222237
BAU,2049,capital demand,,GenEqp,,10 billion CNY,75.29248
BAU,2049,labor demand,,GenEqp,,10 billion CNY,57.604996
BAU,2049,CO2,,GenEqp,,0.1 billion tons,0.3069058
BAU,2049,energy demand,Coal,GenEqp,,10 billion CNY,0.40000466
BAU,2049,energy demand,RefPet,GenEqp,,10 billion CNY,3.8083658
BAU,2049,energy demand,ElecDist,GenEqp,,10 billion CNY,16.134182
BAU,2049,energy demand,GasDist,GenEqp,,10 billion CNY,1.7043154
BAU,2049,domestic demand,,GenEqp,,10 billion CNY,907.22156
BAU,2049,commodity price,,GenEqp,,1,0.9923166
BAU,2049,investment,,GenEqp,,10 billion CNY,301.34872
BAU,2049,government consumption,GenEqp,,,10 billion CNY,0.0
BAU,2049,household consumption,GenEqp,RuralHH,,10 billion CNY,1.16103
BAU,2049,household consumption,GenEqp,UrbanHH,,10 billion CNY,3.4270456
BAU,2049,output,,SpecEqp,,10 billion CNY,826.54236
BAU,2049,production cost,,SpecEqp,,1,1.0019577
BAU,2049,capital demand,,SpecEqp,,10 billion CNY,51.10951
BAU,2049,labor demand,,SpecEqp,,10 billion CNY,50.378315
BAU,2049,CO2,,SpecEqp,,0.1 billion tons,0.15714152
BAU,2049,energy demand,Coal,SpecEqp,,10 billion CNY,0.5046915
BAU,2049,energy demand,RefPet,SpecEqp,,10 billion CNY,2.8596516
BAU,2049,energy demand,ElecDist,SpecEqp,,10 billion CNY,12.078669
BAU,2049,energy demand,GasDist,SpecEqp,,10 billion CNY,0.6959431
BAU,2049,domestic demand,,SpecEqp,,10 billion CNY,719.56055
BAU,2049,commodity price,,SpecEqp,,1,1.0018507
BAU,2049,investment,,SpecEqp,,10 billion CNY,438.5188
BAU,2049,government consumption,SpecEqp,,,10 billion CNY,0.0
BAU,2049,household consumption,SpecEqp,RuralHH,,10 billion CNY,0.99211717
BAU,2049,household consumption,SpecEqp,UrbanHH,,10 billion CNY,6.2892566
BAU,2049,output,,TransEqp,,10 billion CNY,2229.1956
BAU,2049,production cost,,TransEqp,,1,0.98248416
BAU,2049,capital demand,,TransEqp,,10 billion CNY,133.73462
BAU,2049,labor demand,,TransEqp,,10 billion CNY,74.19612
BAU,2049,CO2,,TransEqp,,0.1 billion tons,0.21977843
BAU,2049,energy demand,Coal,TransEqp,,10 billion CNY,0.082709804
BAU,2049,energy demand,RefPet,TransEqp,,10 billion CNY,4.226569
BAU,2049,energy demand,ElecDist,TransEqp,,10 billion CNY,16.445868
BAU,2049,energy demand,GasDist,TransEqp,,10 billion CNY,0.44410846
BAU,2049,domestic demand,,TransEqp,,10 billion CNY,2076.228
BAU,2049,commodity price,,TransEqp,,1,0.9826407
BAU,2049,investment,,TransEqp,,10 billion CNY,838.45703
BAU,2049,government consumption,TransEqp,,,10 billion CNY,0.0
BAU,2049,household consumption,TransEqp,RuralHH,,10 billion CNY,33.09601
BAU,2049,household consumption,TransEqp,UrbanHH,,10 billion CNY,291.854
BAU,2049,output,,ElecEqp,,10 billion CNY,1496.4819
BAU,2049,production cost,,ElecEqp,,1,0.97982174
BAU,2049,capital demand,,ElecEqp,,10 billion CNY,109.23886
BAU,2049,labor demand,,ElecEqp,,10 billion CNY,60.757835
BAU,2049,CO2,,ElecEqp,,0.1 billion tons,0.09065415
BAU,2049,energy demand,Coal,ElecEqp,,10 billion CNY,0.36900175
BAU,2049,energy demand,RefPet,ElecEqp,,10 billion CNY,2.5139601
BAU,2049,energy demand,ElecDist,ElecEqp,,10 billion CNY,15.511387
BAU,2049,energy demand,GasDist,ElecEqp,,10 billion CNY,0.4955529
BAU,2049,domestic demand,,ElecEqp,,10 billion CNY,1155.249
BAU,2049,commodity price,,ElecEqp,,1,0.9778991
BAU,2049,investment,,ElecEqp,,10 billion CNY,195.81905
BAU,2049,government consumption,ElecEqp,,,10 billion CNY,0.0
BAU,2049,household consumption,ElecEqp,RuralHH,,10 billion CNY,21.89467
BAU,2049,household consumption,ElecEqp,UrbanHH,,10 billion CNY,75.2806
BAU,2049,output,,ICTEqp,,10 billion CNY,2263.8345
BAU,2049,production cost,,ICTEqp,,1,1.0001568
BAU,2049,capital demand,,ICTEqp,,10 billion CNY,122.27517
BAU,2049,labor demand,,ICTEqp,,10 billion CNY,109.38591
BAU,2049,CO2,,ICTEqp,,0.1 billion tons,0.059753392
BAU,2049,energy demand,Coal,ICTEqp,,10 billion CNY,3.9247648e-6
BAU,2049,energy demand,RefPet,ICTEqp,,10 billion CNY,1.9224318
BAU,2049,energy demand,ElecDist,ICTEqp,,10 billion CNY,20.017172
BAU,2049,energy demand,GasDist,ICTEqp,,10 billion CNY,0.22919889
BAU,2049,domestic demand,,ICTEqp,,10 billion CNY,1411.6506
BAU,2049,commodity price,,ICTEqp,,1,1.0008607
BAU,2049,investment,,ICTEqp,,10 billion CNY,204.13014
BAU,2049,government consumption,ICTEqp,,,10 billion CNY,0.0
BAU,2049,household consumption,ICTEqp,RuralHH,,10 billion CNY,32.91507
BAU,2049,household consumption,ICTEqp,UrbanHH,,10 billion CNY,125.11241
BAU,2049,output,,PrecInst,,10 billion CNY,202.61386
BAU,2049,production cost,,PrecInst,,1,0.9957672
BAU,2049,capital demand,,PrecInst,,10 billion CNY,13.96293
BAU,2049,labor demand,,PrecInst,,10 billion CNY,10.982783
BAU,2049,CO2,,PrecInst,,0.1 billion tons,0.013033722
BAU,2049,energy demand,Coal,PrecInst,,10 billion CNY,0.034683157
BAU,2049,energy demand,RefPet,PrecInst,,10 billion CNY,0.7102201
BAU,2049,energy demand,ElecDist,PrecInst,,10 billion CNY,2.4257886
BAU,2049,energy demand,GasDist,PrecInst,,10 billion CNY,0.021443574
BAU,2049,domestic demand,,PrecInst,,10 billion CNY,149.83662
BAU,2049,commodity price,,PrecInst,,1,0.9950409
BAU,2049,investment,,PrecInst,,10 billion CNY,25.922714
BAU,2049,government consumption,PrecInst,,,10 billion CNY,0.0
BAU,2049,household consumption,PrecInst,RuralHH,,10 billion CNY,1.7884206
BAU,2049,household consumption,PrecInst,UrbanHH,,10 billion CNY,6.316442
BAU,2049,output,,OthMfg,,10 billion CNY,88.84003
BAU,2049,production cost,,OthMfg,,1,1.0198642
BAU,2049,capital demand,,OthMfg,,10 billion CNY,3.1573553
BAU,2049,labor demand,,OthMfg,,10 billion CNY,3.1782193
BAU,2049,CO2,,OthMfg,,0.1 billion tons,0.024804257
BAU,2049,energy demand,Coal,OthMfg,,10 billion CNY,0.16899793
BAU,2049,energy demand,RefPet,OthMfg,,10 billion CNY,0.8207483
