scenario,year,variable,commodity,sector,subsector,unit,value
BAU,2025,CO2,,MachRep,,0.1 billion tons,0.010793178
BAU,2025,energy demand,Coal,MachRep,,10 billion CNY,0.034827195
BAU,2025,energy demand,RefPet,MachRep,,10 billion CNY,0.21775977
BAU,2025,energy demand,ElecDist,MachRep,,10 billion CNY,0.50257087
BAU,2025,energy demand,GasDist,MachRep,,10 billion CNY,0.096064225
BAU,2025,domestic demand,,MachRep,,10 billion CNY,13.635754
BAU,2025,commodity price,,MachRep,,1,1.0028843
BAU,2025,investment,,MachRep,,10 billion CNY,0.0
BAU,2025,government consumption,MachRep,,,10 billion CNY,0.0
BAU,2025,household consumption,MachRep,RuralHH,,10 billion CNY,0.0
BAU,2025,household consumption,MachRep,UrbanHH,,10 billion CNY,0.0
BAU,2025,output,,ElecDist,,10 billion CNY,681.62384
BAU,2025,production cost,,ElecDist,,1,1.08171
BAU,2025,capital demand,,ElecDist,,10 billion CNY,111.03775
BAU,2025,labor demand,,ElecDist,,10 billion CNY,67.28761
BAU,2025,CO2,,ElecDist,,0.1 billion tons,40.353775
BAU,2025,energy demand,Coal,ElecDist,,10 billion CNY,70.16281
BAU,2025,energy demand,RefPet,ElecDist,,10 billion CNY,9.350686
BAU,2025,energy demand,ElecDist,ElecDist,,10 billion CNY,211.99309
BAU,2025,energy demand,GasDist,ElecDist,,10 billion CNY,1.2648325
BAU,2025,domestic demand,,ElecDist,,10 billion CNY,680.6284
BAU,2025,commodity price,,ElecDist,,1,1.0818115
BAU,2025,investment,,ElecDist,,10 billion CNY,0.0
BAU,2025,government consumption,ElecDist,,,10 billion CNY,0.0
BAU,2025,household consumption,ElecDist,RuralHH,,10 billion CNY,7.3387914
BAU,2025,household consumption,ElecDist,UrbanHH,,10 billion CNY,31.721127
BAU,2025,output,,GasDist,,10 billion CNY,67.31948
BAU,2025,production cost,,GasDist,,1,0.99871105
BAU,2025,capital demand,,GasDist,,10 billion CNY,7.510634
BAU,2025,labor demand,,GasDist,,10 billion CNY,6.4835725
BAU,2025,CO2,,GasDist,,0.1 billion tons,0.009491189
BAU,2025,energy demand,Coal,GasDist,,10 billion CNY,1.82901
BAU,2025,energy demand,RefPet,GasDist,,10 billion CNY,1.3905277
BAU,2025,energy demand,ElecDist,GasDist,,10 billion CNY,1.3497231
BAU,2025,energy demand,GasDist,GasDist,,10 billion CNY,8.591209
BAU,2025,domestic demand,,GasDist,,10 billion CNY,67.31948
BAU,2025,commodity price,,GasDist,,1,0.99871105
BAU,2025,investment,,GasDist,,10 billion CNY,0.5254971
BAU,2025,government consumption,GasDist,,,10 billion CNY,0.0
BAU,2025,household consumption,GasDist,RuralHH,,10 billion CNY,0.87304837
BAU,2025,household consumption,GasDist,UrbanHH,,10 billion CNY,22.33748
BAU,2025,output,,WatDist,,10 billion CNY,31.343702
BAU,2025,production cost,,WatDist,,1,1.0058678
BAU,2025,capital demand,,WatDist,,10 billion CNY,5.2076173
BAU,2025,labor demand,,WatDist,,10 billion CNY,6.0427017
BAU,2025,CO2,,WatDist,,0.1 billion tons,0.0023983489
BAU,2025,energy demand,Coal,WatDist,,10 billion CNY,0.0
BAU,2025,energy demand,RefPet,WatDist,,10 billion CNY,0.02870795
BAU,2025,energy demand,ElecDist,WatDist,,10 billion CNY,3.8311405
BAU,2025,energy demand,GasDist,WatDist,,10 billion CNY,8.3275394e-5
BAU,2025,domestic demand,,WatDist,,10 billion CNY,31.343702
BAU,2025,commodity price,,WatDist,,1,1.0058678
BAU,2025,investment,,WatDist,,10 billion CNY,0.36875936
BAU,2025,government consumption,WatDist,,,10 billion CNY,0.0
BAU,2025,household consumption,WatDist,RuralHH,,10 billion CNY,1.3485081
BAU,2025,household consumption,WatDist,UrbanHH,,10 billion CNY,10.968215
BAU,2025,output,,Constr,,10 billion CNY,2922.4988
BAU,2025,production cost,,Constr,,1,1.0005833
BAU,2025,capital demand,,Constr,,10 billion CNY,145.32187
BAU,2025,labor demand,,Constr,,10 billion CNY,393.1851
BAU,2025,CO2,,Constr,,0.1 billion tons,0.5781915
BAU,2025,energy demand,Coal,Constr,,10 billion CNY,0.7079682
BAU,2025,energy demand,RefPet,Constr,,10 billion CNY,39.92411
BAU,2025,energy demand,ElecDist,Constr,,10 billion CNY,33.504944
BAU,2025,energy demand,GasDist,Constr,,10 billion CNY,0.040816206
BAU,2025,domestic demand,,Constr,,10 billion CNY,2912.0735
BAU,2025,commodity price,,Constr,,1,1.000589
BAU,2025,investment,,Constr,,10 billion CNY,2785.583
BAU,2025,government consumption,Constr,,,10 billion CNY,0.0
BAU,2025,household consumption,Constr,RuralHH,,10 billion CNY,0.0
BAU,2025,household consumption,Constr,UrbanHH,,10 billion CNY,0.0
BAU,2025,output,,WhRetTr,,10 billion CNY,1471.2175
BAU,2025,production cost,,WhRetTr,,1,0.9928174
BAU,2025,capital demand,,WhRetTr,,10 billion CNY,357.94495
BAU,2025,labor demand,,WhRetTr,,10 billion CNY,401.32526
BAU,2025,CO2,,WhRetTr,,0.1 billion tons,0.21066326
BAU,2025,energy demand,Coal,WhRetTr,,10 billion CNY,0.0035370698
BAU,2025,energy demand,RefPet,WhRetTr,,10 billion CNY,3.7639596
BAU,2025,energy demand,ElecDist,WhRetTr,,10 billion CNY,12.445327
BAU,2025,energy demand,GasDist,WhRetTr,,10 billion CNY,0.13289991
BAU,2025,domestic demand,,WhRetTr,,10 billion CNY,1297.4321
BAU,2025,commodity price,,WhRetTr,,1,0.99252117
BAU,2025,investment,,WhRetTr,,10 billion CNY,105.14581
BAU,2025,government consumption,WhRetTr,,,10 billion CNY,0.0
BAU,2025,household consumption,WhRetTr,RuralHH,,10 billion CNY,50.012966
BAU,2025,household consumption,WhRetTr,UrbanHH,,10 billion CNY,173.9075
BAU,2025,output,,TranspSrv,,10 billion CNY,1295.0475
BAU,2025,production cost,,TranspSrv,,1,1.0013485
BAU,2025,capital demand,,TranspSrv,,10 billion CNY,261.15274
BAU,2025,labor demand,,TranspSrv,,10 billion CNY,253.73299
BAU,2025,CO2,,TranspSrv,,0.1 billion tons,8.702673
BAU,2025,energy demand,Coal,TranspSrv,,10 billion CNY,0.06721747
BAU,2025,energy demand,RefPet,TranspSrv,,10 billion CNY,96.074265
BAU,2025,energy demand,ElecDist,TranspSrv,,10 billion CNY,14.776938
BAU,2025,energy demand,GasDist,TranspSrv,,10 billion CNY,16.727028
BAU,2025,domestic demand,,TranspSrv,,10 billion CNY,1195.6786
BAU,2025,commodity price,,TranspSrv,,1,1.0014535
BAU,2025,investment,,TranspSrv,,10 billion CNY,48.68204
BAU,2025,government consumption,TranspSrv,,,10 billion CNY,38.858982
BAU,2025,household consumption,TranspSrv,RuralHH,,10 billion CNY,38.685722
BAU,2025,household consumption,TranspSrv,UrbanHH,,10 billion CNY,149.839
BAU,2025,output,,HotRest,,10 billion CNY,483.723
BAU,2025,production cost,,HotRest,,1,0.991332
BAU,2025,capital demand,,HotRest,,10 billion CNY,64.81373
BAU,2025,labor demand,,HotRest,,10 billion CNY,87.367
BAU,2025,CO2,,HotRest,,0.1 billion tons,0.2340425
BAU,2025,energy demand,Coal,HotRest,,10 billion CNY,0.005881729
BAU,2025,energy demand,RefPet,HotRest,,10 billion CNY,1.058227
BAU,2025,energy demand,ElecDist,HotRest,,10 billion CNY,4.8203487
BAU,2025,energy demand,GasDist,HotRest,,10 billion CNY,2.8350194
BAU,2025,domestic demand,,HotRest,,10 billion CNY,477.64377
BAU,2025,commodity price,,HotRest,,1,0.99166447
BAU,2025,investment,,HotRest,,10 billion CNY,0.0
BAU,2025,government consumption,HotRest,,,10 billion CNY,0.0
BAU,2025,household consumption,HotRest,RuralHH,,10 billion CNY,23.48438
BAU,2025,household consumption,HotRest,UrbanHH,,10 billion CNY,196.41594
BAU,2025,output,,ICTServ,,10 billion CNY,723.69666
BAU,2025,production cost,,ICTServ,,1,0.99649566
BAU,2025,capital demand,,ICTServ,,10 billion CNY,198.12991
BAU,2025,labor demand,,ICTServ,,10 billion CNY,127.086006
BAU,2025,CO2,,ICTServ,,0.1 billion tons,0.028360981
BAU,2025,energy demand,Coal,ICTServ,,10 billion CNY,0.0
BAU,2025,energy demand,RefPet,ICTServ,,10 billion CNY,0.8927901
BAU,2025,energy demand,ElecDist,ICTServ,,10 billion CNY,7.293766
BAU,2025,energy demand,GasDist,ICTServ,,10 billion CNY,0.058236867
BAU,2025,domestic demand,,ICTServ,,10 billion CNY,696.8827
BAU,2025,commodity price,,ICTServ,,1,0.99650294
BAU,2025,investment,,ICTServ,,10 billion CNY,254.20473
BAU,2025,government consumption,ICTServ,,,10 billion CNY,0.0
BAU,2025,household consumption,ICTServ,RuralHH,,10 billion CNY,20.78626
BAU,2025,household consumption,ICTServ,UrbanHH,,10 billion CNY,87.7109
BAU,2025,output,,Finance,,10 billion CNY,1191.7076
BAU,2025,production cost,,Finance,,1,0.99292743
BAU,2025,capital demand,,Finance,,10 billion CNY,270.16913
BAU,2025,labor demand,,Finance,,10 billion CNY,276.15863
BAU,2025,CO2,,Finance,,0.1 billion tons,0.113214344
BAU,2025,energy demand,Coal,Finance,,10 billion CNY,0.026302984
BAU,2025,energy demand,RefPet,Finance,,10 billion CNY,3.5062006
BAU,2025,energy demand,ElecDist,Finance,,10 billion CNY,5.674261
BAU,2025,energy demand,GasDist,Finance,,10 billion CNY,0.04451463
BAU,2025,domestic demand,,Finance,,10 billion CNY,1184.2018
BAU,2025,commodity price,,Finance,,1,0.9929449
BAU,2025,investment,,Finance,,10 billion CNY,0.0
BAU,2025,government consumption,Finance,,,10 billion CNY,14.960989
BAU,2025,household consumption,Finance,RuralHH,,10 billion CNY,28.494066
BAU,2025,household consumption,Finance,UrbanHH,,10 billion CNY,227.60182
BAU,2025,output,,RealEst,,10 billion CNY,989.43536
BAU,2025,production cost,,RealEst,,1,1.000184
BAU,2025,capital demand,,RealEst,,10 billion CNY,416.7487
BAU,2025,labor demand,,RealEst,,10 billion CNY,102.163925
BAU,2025,CO2,,RealEst,,0.1 billion tons,0.112076126
BAU,2025,energy demand,Coal,RealEst,,10 billion CNY,0.048898496
BAU,2025,energy demand,RefPet,RealEst,,10 billion CNY,1.6790559
BAU,2025,energy demand,ElecDist,RealEst,,10 billion CNY,3.9602242
BAU,2025,energy demand,GasDist,RealEst,,10 billion CNY,1.9010674
BAU,2025,domestic demand,,RealEst,,10 billion CNY,989.43536
BAU,2025,commodity price,,RealEst,,1,1.000184
BAU,2025,investment,,RealEst,,10 billion CNY,134.82828
BAU,2025,government consumption,RealEst,,,10 billion CNY,0.0
BAU,2025,household consumption,RealEst,RuralHH,,10 billion CNY,99.899185
BAU,2025,household consumption,RealEst,UrbanHH,,10 billion CNY,345.2358
BAU,2025,output,,BusServe,,10 billion CNY,909.8242
BAU,2025,production cost,,BusServe,,1,0.9913014
BAU,2025,capital demand,,BusServe,,10 billion CNY,29.396748
BAU,2025,labor demand,,BusServe,,10 billion CNY,210.50427
BAU,2025,CO2,,BusServe,,0.1 billion tons,0.6076361
BAU,2025,energy demand,Coal,BusServe,,10 billion CNY,4.713042e-5
BAU,2025,energy demand,RefPet,BusServe,,10 billion CNY,19.850546
BAU,2025,energy demand,ElecDist,BusServe,,10 billion CNY,3.1808507
BAU,2025,energy demand,GasDist,BusServe,,10 billion CNY,0.40924186
BAU,2025,domestic demand,,BusServe,,10 billion CNY,873.74286
BAU,2025,commodity price,,BusServe,,1,0.9912594
BAU,2025,investment,,BusServe,,10 billion CNY,0.0
BAU,2025,government consumption,BusServe,,,10 billion CNY,21.660376
BAU,2025,household consumption,BusServe,RuralHH,,10 billion CNY,1.6382192
BAU,2025,household consumption,BusServe,UrbanHH,,10 billion CNY,50.51261
BAU,2025,output,,ResTech,,10 billion CNY,657.8273
BAU,2025,production cost,,ResTech,,1,0.99333894
BAU,2025,capital demand,,ResTech,,10 billion CNY,76.902405
BAU,2025,labor demand,,ResTech,,10 billion CNY,146.33563
BAU,2025,CO2,,ResTech,,0.1 billion tons,0.36977738
BAU,2025,energy demand,Coal,ResTech,,10 billion CNY,0.2681608
BAU,2025,energy demand,RefPet,ResTech,,10 billion CNY,9.773974
BAU,2025,energy demand,ElecDist,ResTech,,10 billion CNY,4.2403283
BAU,2025,energy demand,GasDist,ResTech,,10 billion CNY,0.3253059
BAU,2025,domestic demand,,ResTech,,10 billion CNY,640.9302
BAU,2025,commodity price,,ResTech,,1,0.99338555
BAU,2025,investment,,ResTech,,10 billion CNY,183.53915
BAU,2025,government consumption,ResTech,,,10 billion CNY,103.3159
BAU,2025,household consumption,ResTech,RuralHH,,10 billion CNY,0.8258263
BAU,2025,household consumption,ResTech,UrbanHH,,10 billion CNY,4.5948415
BAU,2025,output,,EnvServ,,10 billion CNY,118.80584
BAU,2025,production cost,,EnvServ,,1,0.9962444
BAU,2025,capital demand,,EnvServ,,10 billion CNY,22.93382
BAU,2025,labor demand,,EnvServ,,10 billion CNY,21.51127
BAU,2025,CO2,,EnvServ,,0.1 billion tons,0.05960213
BAU,2025,energy demand,Coal,EnvServ,,10 billion CNY,0.05330004
BAU,2025,energy demand,RefPet,EnvServ,,10 billion CNY,1.4142193
BAU,2025,energy demand,ElecDist,EnvServ,,10 billion CNY,3.2236273
BAU,2025,energy demand,GasDist,EnvServ,,10 billion CNY,0.14174247
BAU,2025,domestic demand,,EnvServ,,10 billion CNY,117.63462
BAU,2025,commodity price,,EnvServ,,1,0.9961798
BAU,2025,investment,,EnvServ,,10 billion CNY,0.0
BAU,2025,government consumption,EnvServ,,,10 billion CNY,79.29176
BAU,2025,household consumption,EnvServ,RuralHH,,10 billion CNY,1.5086039
BAU,2025,household consumption,EnvServ,UrbanHH,,10 billion CNY,8.208717
BAU,2025,output,,ResServ,,10 billion CNY,342.1417
BAU,2025,production cost,,ResServ,,1,0.9892342
BAU,2025,capital demand,,ResServ,,10 billion CNY,26.028193
BAU,2025,labor demand,,ResServ,,10 billion CNY,126.02578
BAU,2025,CO2,,ResServ,,0.1 billion tons,0.16923326
BAU,2025,energy demand,Coal,ResServ,,10 billion CNY,0.3263073
BAU,2025,energy demand,RefPet,ResServ,,10 billion CNY,1.733128
BAU,2025,energy demand,ElecDist,ResServ,,10 billion CNY,3.8397818
BAU,2025,energy demand,GasDist,ResServ,,10 billion CNY,1.3541751
BAU,2025,domestic demand,,ResServ,,10 billion CNY,341.7763
BAU,2025,commodity price,,ResServ,,1,0.9892866
BAU,2025,investment,,ResServ,,10 billion CNY,0.0
BAU,2025,government consumption,ResServ,,,10 billion CNY,0.0
BAU,2025,household consumption,ResServ,RuralHH,,10 billion CNY,24.486607
BAU,2025,household consumption,ResServ,UrbanHH,,10 billion CNY,149.96088
BAU,2025,output,,Education,,10 billion CNY,474.95105
BAU,2025,production cost,,Education,,1,0.98609895
BAU,2025,capital demand,,Education,,10 billion CNY,74.9576
BAU,2025,labor demand,,Education,,10 billion CNY,224.83797
BAU,2025,CO2,,Education,,0.1 billion tons,0.18991515
BAU,2025,energy demand,Coal,Education,,10 billion CNY,0.48007196
BAU,2025,energy demand,RefPet,Education,,10 billion CNY,1.8568902
BAU,2025,energy demand,ElecDist,Education,,10 billion CNY,2.6545284
BAU,2025,energy demand,GasDist,Education,,10 billion CNY,0.51799583
BAU,2025,domestic demand,,Education,,10 billion CNY,474.95105
BAU,2025,commodity price,,Education,,1,0.9861656
BAU,2025,investment,,Education,,10 billion CNY,0.0
BAU,2025,government consumption,Education,,,10 billion CNY,251.88371
BAU,2025,household consumption,Education,RuralHH,,10 billion CNY,45.06764
BAU,2025,household consumption,Education,UrbanHH,,10 billion CNY,156.62779
BAU,2025,output,,Health,,10 billion CNY,534.71875
BAU,2025,production cost,,Health,,1,0.9917491
BAU,2025,capital demand,,Health,,10 billion CNY,34.672638
BAU,2025,labor demand,,Health,,10 billion CNY,159.08034
BAU,2025,CO2,,Health,,0.1 billion tons,0.12034722
BAU,2025,energy demand,Coal,Health,,10 billion CNY,0.41472533
BAU,2025,energy demand,RefPet,Health,,10 billion CNY,0.22496977
BAU,2025,energy demand,ElecDist,Health,,10 billion CNY,3.3482597
BAU,2025,energy demand,GasDist,Health,,10 billion CNY,0.3611678
BAU,2025,domestic demand,,Health,,10 billion CNY,533.6368
BAU,2025,commodity price,,Health,,1,0.9917685
BAU,2025,investment,,Health,,10 billion CNY,0.0
BAU,2025,government consumption,Health,,,10 billion CNY,339.90475
BAU,2025,household consumption,Health,RuralHH,,10 billion CNY,32.94476
BAU,2025,household consumption,Health,UrbanHH,,10 billion CNY,152.4283
BAU,2025,output,,RecEnt,,10 billion CNY,175.61588
BAU,2025,production cost,,RecEnt,,1,0.9904843
BAU,2025,capital demand,,RecEnt,,10 billion CNY,26.83742
BAU,2025,labor demand,,RecEnt,,10 billion CNY,51.444023
BAU,2025,CO2,,RecEnt,,0.1 billion tons,0.037272047
BAU,2025,energy demand,Coal,RecEnt,,10 billion CNY,0.03548437
BAU,2025,energy demand,RefPet,RecEnt,,10 billion CNY,0.66646373
BAU,2025,energy demand,ElecDist,RecEnt,,10 billion CNY,1.544495
BAU,2025,energy demand,GasDist,RecEnt,,10 billion CNY,0.3205449
BAU,2025,domestic demand,,RecEnt,,10 billion CNY,170.31557
BAU,2025,commodity price,,RecEnt,,1,0.99096733
BAU,2025,investment,,RecEnt,,10 billion CNY,0.0
BAU,2025,government consumption,RecEnt,,,10 billion CNY,58.48687
BAU,2025,household consumption,RecEnt,RuralHH,,10 billion CNY,9.118407
BAU,2025,household consumption,RecEnt,UrbanHH,,10 billion CNY,62.486668
BAU,2025,output,,PubAdm,,10 billion CNY,727.2873
BAU,2025,production cost,,PubAdm,,1,0.98510295
BAU,2025,capital demand,,PubAdm,,10 billion CNY,61.761913
BAU,2025,labor demand,,PubAdm,,10 billion CNY,327.4112
BAU,2025,CO2,,PubAdm,,0.1 billion tons,0.18457952
BAU,2025,energy demand,Coal,PubAdm,,10 billion CNY,0.45716545
BAU,2025,energy demand,RefPet,PubAdm,,10 billion CNY,2.118504
BAU,2025,energy demand,ElecDist,PubAdm,,10 billion CNY,5.807545
BAU,2025,energy demand,GasDist,PubAdm,,10 billion CNY,0.23075098
BAU,2025,domestic demand,,PubAdm,,10 billion CNY,725.7567
BAU,2025,commodity price,,PubAdm,,1,0.9851236
BAU,2025,investment,,PubAdm,,10 billion CNY,0.0
BAU,2025,government consumption,PubAdm,,,10 billion CNY,690.83057
BAU,2025,household consumption,PubAdm,RuralHH,,10 billion CNY,0.64089245
BAU,2025,household consumption,PubAdm,UrbanHH,,10 billion CNY,7.1072717
BAU,2025,CO2,,RuralHH,,0.1 billion tons,2.288787
BAU,2025,labor supply,,RuralHH,,10 billion CNY,1413.785
BAU,2025,energy demand,Coal,RuralHH,,10 billion CNY,1.0138832
BAU,2025,energy demand,RefPet,RuralHH,,10 billion CNY,2.9708953
BAU,2025,energy demand,ElecDist,RuralHH,,10 billion CNY,7.3387914
BAU,2025,energy demand,GasDist,RuralHH,,10 billion CNY,0.87304837
BAU,2025,CO2,,UrbanHH,,0.1 billion tons,3.289194
BAU,2025,labor supply,,UrbanHH,,10 billion CNY,3433.2915
BAU,2025,energy demand,Coal,UrbanHH,,10 billion CNY,0.68004185
BAU,2025,energy demand,RefPet,UrbanHH,,10 billion CNY,33.317535
BAU,2025,energy demand,ElecDist,UrbanHH,,10 billion CNY,31.721127
BAU,2025,energy demand,GasDist,UrbanHH,,10 billion CNY,22.33748
BAU,2025,labor wage,,,,1,1.0941945
BAU,2025,capital rent,,,,1,1.1369737
BAU,2025,real gdp-va,,,,10 billion CNY,10483.769
BAU,2025,real gdp-demand,,,,10 billion CNY,10472.657
BAU,2025,total factor productivity,,,,1,1.1264926
BAU,2025,total CO2 emissions,,,,0.1 billion tons,84.8615
BAU,2025,CO2 price,,,,100 CNY,0.8
BAU,2026,output,,AgFFF,,10 billion CNY,1451.7749
BAU,2026,production cost,,AgFFF,,1,0.98184204
BAU,2026,capital demand,,AgFFF,,10 billion CNY,40.4605
BAU,2026,labor demand,,AgFFF,,10 billion CNY,755.3264
BAU,2026,CO2,,AgFFF,,0.1 billion tons,0.9751065
BAU,2026,energy demand,Coal,AgFFF,,10 billion CNY,0.39136115
BAU,2026,energy demand,RefPet,AgFFF,,10 billion CNY,6.741827
BAU,2026,energy demand,ElecDist,AgFFF,,10 billion CNY,12.091748
BAU,2026,energy demand,GasDist,AgFFF,,10 billion CNY,0.21422261
BAU,2026,domestic demand,,AgFFF,,10 billion CNY,1435.6295
BAU,2026,commodity price,,AgFFF,,1,0.98236245
BAU,2026,investment,,AgFFF,,10 billion CNY,34.100845
BAU,2026,government consumption,AgFFF,,,10 billion CNY,16.813257
BAU,2026,household consumption,AgFFF,RuralHH,,10 billion CNY,114.288124
BAU,2026,household consumption,AgFFF,UrbanHH,,10 billion CNY,231.47528
BAU,2026,output,,Coal,,10 billion CNY,224.4299
BAU,2026,production cost,,Coal,,1,1.0005702
BAU,2026,capital demand,,Coal,,10 billion CNY,31.01478
BAU,2026,labor demand,,Coal,,10 billion CNY,43.446186
BAU,2026,CO2,,Coal,,0.1 billion tons,0.68386513
BAU,2026,energy demand,Coal,Coal,,10 billion CNY,35.048283
BAU,2026,energy demand,RefPet,Coal,,10 billion CNY,0.77020794
BAU,2026,energy demand,ElecDist,Coal,,10 billion CNY,7.3668466
BAU,2026,energy demand,GasDist,Coal,,10 billion CNY,0.012540944
BAU,2026,domestic demand,,Coal,,10 billion CNY,223.76787
BAU,2026,commodity price,,Coal,,1,1.0001844
BAU,2026,investment,,Coal,,10 billion CNY,2.0750313
BAU,2026,government consumption,Coal,,,10 billion CNY,0.0
BAU,2026,household consumption,Coal,RuralHH,,10 billion CNY,1.0461254
BAU,2026,household consumption,Coal,UrbanHH,,10 billion CNY,0.701612
BAU,2026,output,,OilGas,,10 billion CNY,150.41005
BAU,2026,production cost,,OilGas,,1,1.0023216
BAU,2026,capital demand,,OilGas,,10 billion CNY,35.1266
BAU,2026,labor demand,,OilGas,,10 billion CNY,16.441458
BAU,2026,CO2,,OilGas,,0.1 billion tons,0.16359586
BAU,2026,energy demand,Coal,OilGas,,10 billion CNY,0.09417481
BAU,2026,energy demand,RefPet,OilGas,,10 billion CNY,0.6625002
BAU,2026,energy demand,ElecDist,OilGas,,10 billion CNY,3.4840436
BAU,2026,energy demand,GasDist,OilGas,,10 billion CNY,0.0014703368
BAU,2026,domestic demand,,OilGas,,10 billion CNY,148.01761
BAU,2026,commodity price,,OilGas,,1,0.998362
BAU,2026,investment,,OilGas,,10 billion CNY,1.7910565
BAU,2026,government consumption,OilGas,,,10 billion CNY,0.0
BAU,2026,household consumption,OilGas,RuralHH,,10 billion CNY,0.0
BAU,2026,household consumption,OilGas,UrbanHH,,10 billion CNY,0.0
BAU,2026,output,,MetMin,,10 billion CNY,147.78726
BAU,2026,production cost,,MetMin,,1,1.0061245
BAU,2026,capital demand,,MetMin,,10 billion CNY,18.108492
BAU,2026,labor demand,,MetMin,,10 billion CNY,18.995974
BAU,2026,CO2,,MetMin,,0.1 billion tons,0.14726341
BAU,2026,energy demand,Coal,MetMin,,10 billion CNY,0.90575075
BAU,2026,energy demand,RefPet,MetMin,,10 billion CNY,8.421059
BAU,2026,energy demand,ElecDist,MetMin,,10 billion CNY,11.135094
BAU,2026,energy demand,GasDist,MetMin,,10 billion CNY,0.006752061
BAU,2026,domestic demand,,MetMin,,10 billion CNY,146.85094
BAU,2026,commodity price,,MetMin,,1,1.0009811
BAU,2026,investment,,MetMin,,10 billion CNY,0.5494555
BAU,2026,government consumption,MetMin,,,10 billion CNY,0.0
BAU,2026,household consumption,MetMin,RuralHH,,10 billion CNY,0.0
BAU,2026,household consumption,MetMin,UrbanHH,,10 billion CNY,0.0
BAU,2026,output,,NMetMin,,10 billion CNY,117.2581
BAU,2026,production cost,,NMetMin,,1,1.0010505
BAU,2026,capital demand,,NMetMin,,10 billion CNY,12.8791
BAU,2026,labor demand,,NMetMin,,10 billion CNY,24.816105
BAU,2026,CO2,,NMetMin,,0.1 billion tons,0.15545395
BAU,2026,energy demand,Coal,NMetMin,,10 billion CNY,1.395097
BAU,2026,energy demand,RefPet,NMetMin,,10 billion CNY,6.918448
BAU,2026,energy demand,ElecDist,NMetMin,,10 billion CNY,6.491942
BAU,2026,energy demand,GasDist,NMetMin,,10 billion CNY,0.10677818
BAU,2026,domestic demand,,NMetMin,,10 billion CNY,115.21834
BAU,2026,commodity price,,NMetMin,,1,1.0007089
BAU,2026,investment,,NMetMin,,10 billion CNY,-0.23117143
BAU,2026,government consumption,NMetMin,,,10 billion CNY,0.0
BAU,2026,household consumption,NMetMin,RuralHH,,10 billion CNY,0.0
BAU,2026,household consumption,NMetMin,UrbanHH,,10 billion CNY,0.0
BAU,2026,output,,FoodPr,,10 billion CNY,1655.5669
BAU,2026,production cost,,FoodPr,,1,0.9894769
BAU,2026,capital demand,,FoodPr,,10 billion CNY,127.35226
BAU,2026,labor demand,,FoodPr,,10 billion CNY,121.36698
BAU,2026,CO2,,FoodPr,,0.1 billion tons,0.77746886
BAU,2026,energy demand,Coal,FoodPr,,10 billion CNY,3.0613241
BAU,2026,energy demand,RefPet,FoodPr,,10 billion CNY,2.0535593
BAU,2026,energy demand,ElecDist,FoodPr,,10 billion CNY,12.17892
BAU,2026,energy demand,GasDist,FoodPr,,10 billion CNY,0.68170816
BAU,2026,domestic demand,,FoodPr,,10 billion CNY,1608.0492
BAU,2026,commodity price,,FoodPr,,1,0.98956347
BAU,2026,investment,,FoodPr,,10 billion CNY,20.696238
BAU,2026,government consumption,FoodPr,,,10 billion CNY,0.0
BAU,2026,household consumption,FoodPr,RuralHH,,10 billion CNY,214.82693
BAU,2026,household consumption,FoodPr,UrbanHH,,10 billion CNY,601.72516
BAU,2026,output,,Textile,,10 billion CNY,496.9142
BAU,2026,production cost,,Textile,,1,0.9935943
BAU,2026,capital demand,,Textile,,10 billion CNY,28.848314
BAU,2026,labor demand,,Textile,,10 billion CNY,43.217396
BAU,2026,CO2,,Textile,,0.1 billion tons,0.22398525
BAU,2026,energy demand,Coal,Textile,,10 billion CNY,1.8735609
BAU,2026,energy demand,RefPet,Textile,,10 billion CNY,0.81287086
BAU,2026,energy demand,ElecDist,Textile,,10 billion CNY,8.013267
BAU,2026,energy demand,GasDist,Textile,,10 billion CNY,0.09679956
BAU,2026,domestic demand,,Textile,,10 billion CNY,416.24985
BAU,2026,commodity price,,Textile,,1,0.99345887
BAU,2026,investment,,Textile,,10 billion CNY,-2.2185118
BAU,2026,government consumption,Textile,,,10 billion CNY,0.0
BAU,2026,household consumption,Textile,RuralHH,,10 billion CNY,4.0024824
BAU,2026,household consumption,Textile,UrbanHH,,10 billion CNY,11.031912
BAU,2026,output,,Apparel,,10 billion CNY,494.9835
BAU,2026,production cost,,Apparel,,1,0.99312866
BAU,2026,capital demand,,Apparel,,10 billion CNY,30.772064
BAU,2026,labor demand,,Apparel,,10 billion CNY,54.31136
BAU,2026,CO2,,Apparel,,0.1 billion tons,0.056676604
BAU,2026,energy demand,Coal,Apparel,,10 billion CNY,0.5689846
BAU,2026,energy demand,RefPet,Apparel,,10 billion CNY,0.95999265
BAU,2026,energy demand,ElecDist,Apparel,,10 billion CNY,3.5220537
BAU,2026,energy demand,GasDist,Apparel,,10 billion CNY,0.1364792
BAU,2026,domestic demand,,Apparel,,10 billion CNY,333.6829
BAU,2026,commodity price,,Apparel,,1,0.992618
BAU,2026,investment,,Apparel,,10 billion CNY,0.2055827
BAU,2026,government consumption,Apparel,,,10 billion CNY,0.0
BAU,2026,household consumption,Apparel,RuralHH,,10 billion CNY,24.747183
BAU,2026,household consumption,Apparel,UrbanHH,,10 billion CNY,146.93083
